LAT,LON,SIV,REMOTE,FAILSAFE,L_PWM,R_PWM,GPS_HEADING,GPS_SPEED,Setpoint_Speed,Setpoint_Yaw,L_setpoint,R_setpoint
39.9400362,32.8230704,15,1,0,800,800,158.99,0.23,0.269265290868834,158.9439842630982,803.3046944194081,801.9816445293267
39.9400306,32.82307,15,1,0,1002,999,158.99,0.6,0.5878686630348738,159.0765336137768,1000.972000220056,999.3277374007552
39.9400317,32.8230607,14,1,0,1003,999,158.99,0.7,0.7541883714386267,158.93554965293845,1002.8950378734216,997.1550228507646
39.9400333,32.8230532,16,1,0,800,800,158.99,0.79,0.8218833278192044,159.16591069641206,800.8856863296731,802.8801517255565
39.9400352,32.8230449,16,1,0,800,800,203.9,0.76,0.7996137329745163,204.04675140932,797.8642208824658,801.2732996212818
39.9400344,32.8230395,16,1,0,800,999,203.9,0.66,0.6313811727519143,203.9785811871899,798.7761762532751,1000.9351776263908
39.9400296,32.8230349,17,1,0,1002,982,203.9,0.8,0.909698803962246,203.86754841469823,995.9176005727156,980.431252879933
39.9400267,32.8230259,16,1,0,800,800,203.9,0.81,0.831765643403334,203.87548175589157,803.1271527546078,806.3242548295169
39.9400229,32.8230221,17,1,0,800,800,203.9,0.65,0.566266844310642,203.90188424728265,804.6887591195235,800.7959169215824
39.9400194,32.8230185,17,1,0,800,945,203.9,0.63,0.6787883764842747,203.92945043828237,796.5691216161408,942.0860396529184
39.9400156,32.8230131,17,1,0,800,800,203.9,0.72,0.6971695885448911,204.00671776687813,801.874183707352,797.6082933842764
39.940013,32.8230118,18,1,0,800,800,203.9,0.46,0.4472255143336069,204.0077602811059,797.087166611984,797.6702560010166
