LAT,LON,SIV,REMOTE,FAILSAFE,L_PWM,R_PWM,GPS_HEADING,GPS_SPEED,Setpoint_Speed,Setpoint_Yaw,L_setpoint,R_setpoint
39.9401203,32.8229791,23,1,0,800,800,49.36,0.79,0.7824430784849631,49.40136452341336,802.0348455791216,803.4905329401201
39.9401269,32.8229864,21,1,0,800,800,47.88,0.92,1.0801091592602852,47.8427046839695,799.3523330829318,801.4912358575899
39.9401318,32.8229934,22,1,0,800,800,47.88,0.85,0.7750233919590173,48.02346065442767,796.6805520422846,798.5501347848881
39.9401332,32.8229999,22,1,0,800,800,47.88,0.65,0.7001955722660169,48.00490437117383,797.672009976563,801.4909164403523
39.9401342,32.8230043,21,1,0,800,800,47.88,0.46,0.5089212314396199,47.68597374843172,797.1982812127476,798.217284341701
39.9401358,32.8230113,21,1,0,800,800,47.88,0.61,0.6376443143645093,47.84947089698083,798.3321406562228,799.9256453312659
39.9401374,32.8230154,21,1,0,800,800,47.88,0.44,0.4787794981067537,47.95771747105659,801.9644375058732,800.7523273331275
39.9401403,32.823019,21,1,0,800,800,47.88,0.44,0.4956902916949727,47.87449196006793,802.2953024441714,794.6912691291391
39.9401441,32.823018,22,1,0,800,800,47.88,0.26,0.2246579861880203,48.03208716883005,798.3818490634882,803.5654951920561
39.9401451,32.8230206,20,1,0,800,800,47.88,0.22,0.2311364902795591,47.87082954641876,799.6579313436325,799.5004908832321
39.9401483,32.8230205,21,1,0,800,800,47.88,0.24,0.2366946399031317,47.77977641805288,799.9608771965893,800.1323123851541
39.9401529,32.8230123,19,1,0,800,800,47.88,0.47,0.4504388958363158,47.768451588686645,797.0553917098147,806.1015623816205
39.9401521,32.8230115,19,1,0,800,800,47.88,0.11,0.0075735997675531,47.9666339709375,799.220427960861,800.6375763634209
39.9401547,32.8230079,20,1,0,800,800,47.88,0.17,0.1735183332618796,47.81733216133418,801.7562888430973,803.8260368458491
39.9401554,32.8230066,20,1,0,800,800,47.88,0.1,0.1382032194143855,48.01678560035259,795.2654407135276,798.2919748262874
39.9401544,32.8230079,18,1,0,800,800,47.88,0.12,0.2173333543241942,47.88981394049454,794.7621599432271,797.9375869584546
39.9401535,32.8230095,19,1,0,800,800,47.88,0.22,0.2328136913435325,47.81642943572269,800.656913673455,802.028022938156
39.9401533,32.8230094,19,1,0,800,800,47.88,0.16,0.1506145024823457,47.87598796426055,797.3324595912646,800.0130508346934
39.9401556,32.8230103,18,1,0,1002,999,47.88,0.22,0.2385316674370055,47.81381706372578,1005.542376302248,997.3759287028151
39.9401578,32.823012,19,1,0,1200,1200,47.88,0.24,0.1900334041225111,47.9919324851226,1197.5590121466814,1201.6144001288085
39.9401587,32.823011,20,1,0,1200,999,47.88,0.07,0.1611457955067798,47.99083852095611,1207.8705311547883,996.973837054881
39.9401611,32.8230062,19,1,0,1200,999,47.88,0.17,0.1503299153437777,47.87551007463344,1196.4935558860136,999.0958234386072
39.9401639,32.8230039,19,1,0,1200,999,47.88,0.15,0.1537170512475342,48.0108269385979,1198.9769845436774,999.5201371555412
39.9401663,32.8229999,19,1,0,1200,999,47.88,0.26,0.3141147661107576,47.76107280628858,1195.6301702315109,992.3302543735248
39.940166,32.8229959,20,1,0,1200,999,47.88,0.18,0.2078630204846323,47.94992075286658,1203.5516254351662,997.4077568791528
39.9401654,32.8229931,20,1,0,1200,999,47.88,0.16,0.1891375080292029,47.77290019484662,1198.606242277384,996.282446888392
39.9401641,32.8229923,20,1,0,1200,999,47.88,0.07,0.0242483711682526,47.81053815648896,1199.7963534423914,1001.033167708267
39.9401643,32.822991,18,0,1,800,800,47.88,0.06,0.0572750862717393,47.90875225119496,800.3104699570393,795.3611278812812
39.9401638,32.822989,18,0,1,800,800,-1.0,0.01,0.0784603795392075,359.0938958210564,804.3892670138493,797.6757960982167
39.9401647,32.8229865,19,0,1,800,800,47.88,0.13,0.1743928074421842,47.7409334900086,808.3894999832554,806.763191215672
39.9401669,32.822984,22,0,1,800,800,47.88,0.31,0.3292937187277711,47.71669169286482,800.2697061456035,799.5494932877136
39.9401745,32.8229749,19,0,1,800,800,340.87,1.01,1.0122520498899432,340.89863206703353,799.9410514154919,792.9579175789939
39.940176,32.8229787,21,0,1,800,800,340.87,0.28,0.2766864404093054,340.9003068188584,799.1988032705476,800.5448121452935
39.9401792,32.8229836,21,0,1,800,800,340.87,0.27,0.2962542708598616,340.9256874581685,797.3929591358741,799.3100806807064
39.9401767,32.8229891,18,0,1,800,800,340.87,0.38,0.3887834310234747,340.7710041663595,799.0609605574085,798.915277512773
39.9401767,32.8229886,19,0,1,800,800,340.87,0.21,0.2130238057770876,340.84841346799107,798.6259214238174,801.3033923344697
39.9401755,32.8229876,20,0,1,800,800,340.87,0.13,0.098532349736719,340.99829969424974,798.8510877069928,800.7016891451835
39.940176,32.82299,20,0,1,800,800,340.87,0.17,0.1679118336636792,341.06698150883943,801.0834109012527,796.2202543480265
39.9401775,32.8229944,21,0,1,800,800,340.87,0.15,0.1410764836465252,340.822679217685,807.7199486166493,803.3512761404618
39.9401802,32.8230003,21,0,1,800,800,340.87,0.53,0.4402740590091408,340.7291419860187,806.8028388585475,795.5994089801146
39.9401807,32.8230026,21,0,1,800,800,340.87,0.22,0.1661455846754242,341.08763717986983,802.0318912692903,798.0096035968484
39.940182,32.8230044,20,0,1,800,800,340.87,0.17,0.1913888282020696,340.88875428710685,797.1932024062594,798.136524684584
39.9401809,32.8230046,21,0,1,800,800,340.87,0.19,0.1790834734120315,340.6454674748711,801.3374815571501,801.2267809375523
39.9401812,32.8230053,19,0,1,800,800,-1.0,0.01,0.0170169202556158,359.0546890488192,799.1062203471059,800.1521476916643
39.9401813,32.8230073,21,0,1,800,800,340.87,0.1,0.1798495705707164,340.7870033071721,801.271661154468,804.5148066395413
39.9401813,32.8230101,18,0,1,800,800,340.87,0.17,0.2007361459402154,340.7114507815648,798.0589313963903,801.8723577024367
39.9401809,32.8230112,17,0,1,800,800,340.87,0.07,0.1118965744843659,340.7399511600122,804.5865776560809,799.2835837923758
39.9401815,32.8230124,16,0,1,800,800,-1.0,0.04,0.0544726345994302,359.0478576737591,799.5192848967366,800.2113085151682
39.9401824,32.823014,16,0,1,800,800,340.87,0.09,0.0142597320835702,340.8443559364845,807.3671499760269,796.6570804989378
39.9401814,32.8230152,16,0,1,800,800,340.87,0.1,0.1412652960940821,341.05683283949463,798.0938250474901,804.2156337845817
39.9401812,32.8230165,19,0,1,800,800,340.87,0.07,0.0736138339459791,340.7742558076455,798.8621703890886,803.1399358075748
39.9401865,32.8230139,21,0,1,800,800,340.87,0.08,0.0605880502750779,340.8032038593993,803.4713717654114,804.3202969316824
39.9401891,32.8230164,21,0,1,800,800,340.87,0.14,0.0727043828080146,340.8762023923935,801.243673345575,792.7401140007454
39.9401891,32.8230163,19,0,1,800,800,340.87,0.05,-0.0562041115906656,340.92187763446884,799.9555438010389,803.5845928696378
39.94019,32.8230172,18,0,1,800,800,340.87,0.1,0.0950557366588904,340.7017180481218,801.5859871137909,794.5433011638029
39.9401905,32.8230172,19,0,1,800,800,340.87,0.06,0.085598361785559,340.7157973723093,802.7759156633507,803.992462550493
39.9401911,32.8230181,19,0,1,800,800,340.87,0.09,0.0417108931671019,340.8578155239604,802.790795793091,802.2466234332036
39.9401911,32.8230176,20,0,1,800,800,-1.0,0.04,0.0797302196979742,359.0448568770803,802.8753730061431,795.4378525609485
39.94019,32.8230172,19,0,1,800,800,-1.0,0.04,0.0892509763571114,358.95779331842544,802.5791961434262,798.832860205499
39.9401888,32.8230172,19,0,1,800,800,340.87,0.07,0.0371158563707515,341.0234261016916,803.9715971606716,797.6773417468584
39.9401875,32.8230172,19,0,1,800,800,340.87,0.11,0.1562855186520768,340.7792218124031,801.8447485993026,800.1386442257714
39.9401864,32.8230177,20,0,1,800,800,340.87,0.1,0.0633321374413156,340.9461460727068,803.4890971020442,802.5352254185881
39.9401863,32.8230175,18,0,1,800,800,-1.0,0.04,0.0041103879234469,358.96876972893887,802.4562008802278,798.9788074913916
39.9401856,32.8230161,17,0,1,800,800,340.87,0.07,0.0208261730953956,340.6962925543709,803.1130099956988,801.9638199062431
39.9401856,32.8230148,19,0,1,800,800,-1.0,0.05,0.0501768586097119,358.95022148291304,799.9121833798627,795.797459154874
39.9401859,32.8230129,19,0,1,800,800,340.87,0.09,0.165480200655851,340.83628039671623,802.6056690388922,799.0096547472274
39.940186,32.8230129,17,0,1,800,800,-1.0,0.03,0.0550676056285106,359.0175790438901,801.0246482253875,802.5320559779248
39.9401857,32.8230178,17,0,1,800,800,340.87,0.29,0.3374846060234283,340.7696281790492,803.6589420824121,798.4936658339113
39.940184,32.8230198,17,0,1,800,800,340.87,0.26,0.2521004768023355,340.8783310719267,799.6764534755932,798.1600637046214
39.9401848,32.8230216,17,0,1,800,800,340.87,0.25,0.2010038383969306,340.833767734801,803.3289803212573,801.52487194452
39.9401842,32.8230201,17,0,1,800,800,340.87,0.07,0.0474420635732337,340.8467984359199,792.7256250262071,798.0019100919894
39.9401847,32.8230199,18,0,1,800,800,-1.0,0.05,0.0646205538761801,359.1957250068149,798.5346629694643,802.8236754119102
39.9401845,32.8230175,18,0,1,800,800,340.87,0.08,0.1067980114957256,340.8834847434041,800.1799906586875,798.0695284384868
39.9401837,32.823019,17,0,1,800,800,340.87,0.1,0.0680820243542655,340.9182814348179,802.7290568028208,801.6109875035868
39.9401829,32.8230218,17,0,1,800,800,340.87,0.16,0.1147189591804944,341.0107784788038,799.4448786140895,798.0963599723998
39.9401808,32.8230227,16,0,1,800,800,340.87,0.19,0.242253853365317,340.72701541669744,799.5610244761787,802.9821018459046
39.94018,32.8230219,15,0,1,800,800,340.87,0.09,0.1025590556991023,340.79281319197827,798.5580060123955,798.6150621505495
39.9401792,32.823017,16,0,1,800,800,340.87,0.15,0.2086369217889073,340.8455689305584,803.4524145727655,798.944240747365
39.9401798,32.8230176,16,0,1,800,800,340.87,0.07,0.0493468419011675,340.94223423551955,796.5861252705415,797.9783562371032
39.9401808,32.8230178,16,0,1,800,800,340.87,0.13,0.0513840214310932,340.793222055397,796.6706054842156,798.0801681501234
39.940181,32.8230155,16,0,1,800,800,-1.0,0.04,0.0575353509402908,358.9125794158147,804.7755166544309,801.9356521663387
39.940182,32.8230133,15,0,1,800,800,340.87,0.14,0.1299481198204458,340.8296393459175,795.7254111588404,800.2433463814591
39.9401815,32.8230111,15,0,1,800,800,340.87,0.1,0.1087911710287147,340.76107423721004,798.8659290584969,803.2309126509184
39.9401821,32.82301,14,0,1,800,800,340.87,0.06,0.0301710664310451,340.9377753007026,798.5080026858809,800.9120054526303
39.9401805,32.8230065,14,0,1,800,800,340.87,0.19,0.1566471009256262,340.9309543814824,804.7330924908294,795.158502797547
39.940181,32.8230047,15,0,1,800,800,340.87,0.12,0.0944566942277949,340.8951017837879,801.6889227476097,800.0095002765954
39.9401792,32.8230037,15,0,1,800,800,340.87,0.09,0.1014231413656394,340.92541955497,797.2476755253903,798.6046178971795
39.9401791,32.823005,14,0,1,800,800,-1.0,0.01,-0.1007623834307977,358.9413146513789,798.0393270683314,797.2923386704172
39.9401784,32.8230052,14,0,1,800,800,-1.0,0.04,0.0451010673841233,358.98397475923844,802.8880653048654,801.1616034544497
39.9401807,32.8230072,14,0,1,800,800,340.87,0.19,0.2156165660885205,340.9060579741301,797.3238966318214,805.4678786996433
39.9401809,32.8230077,14,0,1,800,800,340.87,0.09,0.1522505751537144,341.0344215149401,795.3630590526021,798.0272481862265
39.9401792,32.8230081,14,0,1,800,800,340.87,0.06,0.0954409162814812,340.8874893715732,805.1371069056485,802.4818332558194
39.9401791,32.8230078,14,0,1,800,800,-1.0,0.02,0.1302481148395308,359.01351881974296,801.3261114646483,798.5197530151153
39.9401797,32.8230074,13,0,1,800,800,-1.0,0.04,0.1443751108351881,358.84413569169783,795.2521416084849,800.5203696502085
39.9401805,32.8230082,13,0,1,800,800,-1.0,0.03,0.0225612386275794,359.0244845894422,801.9168936823571,797.2939034106086
39.9401805,32.8230085,13,0,1,800,800,-1.0,0.04,0.0046475146929257,359.05910850505154,800.8846611797146,801.4214799202563
39.9401818,32.8230086,13,0,1,800,800,340.87,0.12,0.197977663366927,340.8842272865052,802.383373701798,799.2368184865885
39.940182,32.8230093,13,0,1,800,800,340.87,0.06,0.0586534046724609,340.8734949538244,802.7357801628289,801.8855088563884
39.9401813,32.8230105,13,0,1,800,800,340.87,0.06,0.032285291600571,340.92001388247155,800.5433790218099,797.929959578839
39.940181,32.8230081,14,0,1,800,800,340.87,0.1,0.0785792434348048,340.81628790841893,799.1174068998705,803.6349775779521
39.9401825,32.8230096,14,0,1,800,800,340.87,0.06,0.0749915955113765,340.75446963605026,800.3517857379026,801.926727663045
39.9401822,32.8230089,14,0,1,800,800,-1.0,0.04,0.0041727935687289,359.0187262766248,801.8145715347385,801.2190630493732
39.9401823,32.8230085,14,0,1,800,800,-1.0,0.03,0.0208731433870156,358.8338233981954,805.1260837582283,801.8091782856341
39.9401823,32.8230062,14,0,1,800,800,-1.0,0.04,-0.0067236673430155,358.9243660798741,801.2736854637473,802.4486893358485
39.9401826,32.8230037,14,0,1,800,800,340.87,0.06,0.0277403848263111,341.01591969577623,798.4511520779378,797.1297595394001
39.9401848,32.8229962,15,0,1,800,800,340.87,0.36,0.3883872609368144,340.9690789961377,795.0433843726228,802.3707629276063
39.9401844,32.822995,14,0,1,800,800,340.87,0.1,0.0543983970440675,340.8922161223086,800.078522189953,798.2205633984097
39.9401849,32.8229942,14,0,1,800,800,340.87,0.07,0.0930425405125622,340.85577337089177,800.6087790757355,803.7557629753659
39.9401867,32.8229925,14,0,1,800,800,340.87,0.15,0.1483210833435753,340.75517983988846,795.2444688048869,798.198760028261
39.9401875,32.8229907,14,0,1,800,800,340.87,0.13,0.0963527037930532,340.7356920393024,796.8413082340504,797.386719730777
39.9401905,32.8229938,15,0,1,800,800,340.87,0.08,0.0816053245021408,340.88179925096927,804.6127593452068,799.3539081776354
39.9401935,32.822997,15,0,1,800,800,340.87,0.07,0.0947069242069509,340.8736655817649,800.2595441431243,804.3202670582692
39.9401966,32.8229987,15,0,1,800,800,340.87,0.1,0.1537802068900807,340.6983835752463,807.9425833309156,800.1281781590462
39.9401994,32.8230054,16,0,1,800,800,340.87,0.1,0.038696084149355,340.95071663557815,803.9386613272875,799.1697700867811
39.9401986,32.8230039,14,0,1,800,800,-1.0,0.02,-0.0297129009286602,358.9079956830354,803.2999984158389,799.2374568811396
39.9401965,32.8230021,13,0,1,800,800,340.87,0.09,0.0733234396018285,340.7737124686163,803.469217196722,797.0066851370398
39.9401964,32.823001,12,0,1,800,800,340.87,0.05,0.1222070920705574,340.8414916102959,802.9926155419995,801.5471121446143
39.9402,32.8229965,13,0,1,800,800,340.87,0.16,0.2522132695733522,340.8604413032225,800.1193208794303,804.345932580445
39.9401995,32.8229938,13,0,1,800,800,-1.0,0.03,0.039579132591239,359.0856581696906,800.7484118428495,798.9520526804547
39.9401962,32.822985,13,0,1,800,800,340.87,0.08,0.0135370325167585,340.7041885468001,799.4070072260264,797.9891833754274
39.9401923,32.8229748,14,0,1,800,800,340.87,0.1,0.1075603124880461,340.711866171537,798.0423627937392,796.9201767511803
39.9401908,32.8229726,14,0,1,800,800,340.87,0.1,0.134903891570349,340.97097823230075,796.8457056671504,799.9314378897466
39.9401892,32.8229702,15,0,1,800,800,340.87,0.05,-0.0006497483044168,340.9678942030109,799.6579071225902,794.5717149892905
39.9401877,32.8229659,15,0,1,800,800,340.87,0.12,0.0914116428424269,340.9034988010709,794.062622435117,801.8384923821326
39.9401854,32.8229641,15,0,1,800,800,340.87,0.08,0.0073000823979283,340.8717910047721,797.2883444672027,799.9409224766947
39.9401838,32.8229612,15,0,1,800,800,340.87,0.06,0.2268504573530409,340.8819952682378,799.080053581983,797.3318219422597
39.9401781,32.8229648,16,0,1,800,800,340.87,0.41,0.3818128141122364,340.9807170387036,801.2360747270051,799.2055671959953
39.9401764,32.8229637,15,0,1,800,800,340.87,0.13,0.1190520100694632,341.0182585446916,795.8869514417175,801.4631761042327
39.9401747,32.8229615,15,0,1,800,800,340.87,0.09,0.137273131826754,340.9146402402304,798.8969931836225,801.9891601721956
39.9401729,32.8229588,15,0,1,800,800,340.87,0.09,0.0853779032228149,340.8014558644145,803.2578315728989,807.143921465986
39.9401678,32.8229617,15,0,1,800,800,340.87,0.09,0.0561891999721072,340.8633940876621,798.6943244499366,795.4911951392747
39.9401647,32.8229658,15,0,1,800,800,340.87,0.14,0.0704659096941111,340.90152456334704,800.5281036325587,793.010481639455
39.9401659,32.822965,14,0,1,800,800,340.87,0.18,0.2062671548917972,340.8079336581018,799.9565480292555,801.6997376988114
39.9401674,32.8229646,14,0,1,800,800,340.87,0.2,0.1562969768077633,340.8261463217892,799.6029748476166,798.8293107176448
39.9401669,32.8229646,15,0,1,800,800,340.87,0.12,0.20805090503653,340.97439563689176,796.4200908311391,795.2545749861516
39.9401647,32.8229631,15,0,1,800,800,-1.0,0.04,-0.005156094548514,358.9033906419171,798.3280086478215,801.1051343719735
39.9401645,32.8229651,15,0,1,800,800,340.87,0.14,0.0967317752282622,340.79615735220534,800.0109489380044,801.0916376036922
39.9401623,32.8229655,16,0,1,800,800,340.87,0.1,0.0542549649936748,341.0848698035813,796.5614271380584,805.2025266251833
39.9401567,32.8229655,16,0,1,800,800,340.87,0.3,0.3144660681247458,340.7617722749745,804.4896812556851,797.2662376900871
39.9401566,32.8229647,15,0,1,800,800,340.87,0.11,0.1155381009428455,340.7760305509102,799.7905408780088,797.4462370830179
39.9401545,32.8229657,17,0,1,800,800,340.87,0.06,0.0252534357073693,340.8116281961781,799.6784617042896,802.8391866195855
39.94015,32.8229681,18,0,1,800,800,340.87,0.05,0.1033009748883713,340.8103910167908,805.7544121715025,802.6990287373028
39.9401444,32.8229672,17,0,1,800,800,340.87,0.17,0.1019136321992438,340.88667874656363,800.2054530913731,796.0840147621564
39.9401407,32.8229683,16,0,1,800,800,340.87,0.13,0.1354012833142513,340.9338605230395,799.8333587469938,803.4290939488084
39.9401396,32.8229664,15,0,1,800,800,340.87,0.08,-0.0073781769343372,340.8095864221762,803.4760722255473,800.3670261084671
39.9401392,32.822965,16,0,1,800,800,-1.0,0.01,-0.014367348268492,359.0692719051366,798.1799070764986,796.9681879118109
39.9401411,32.8229643,16,0,1,800,800,340.87,0.09,0.0918124406464521,340.9486839712175,794.119116465311,802.1753787149593
39.9401423,32.8229638,14,0,1,800,800,340.87,0.1,0.0470369550483049,340.9697532506085,801.4445306672625,801.0019552712088
39.9401431,32.8229651,14,0,1,800,800,340.87,0.08,0.1088339847205588,340.9275669502444,800.9758520204417,802.0713224625357
39.9401441,32.8229653,16,0,1,800,800,340.87,0.12,0.2067741496853867,340.8472200185776,803.9069339852749,800.7953917715708
39.9401455,32.822967,15,0,1,800,800,340.87,0.11,0.104639907178199,340.7167661172856,799.8019878027959,798.8108894283721
39.9401433,32.8229684,15,0,1,800,800,340.87,0.18,0.2356777959692,340.7719117607049,802.1600980563691,804.0830506059893
39.9401428,32.8229724,14,0,1,800,800,340.87,0.21,0.2096469889036667,340.9044848277636,800.5272324497523,800.5148788117325
39.9401412,32.8229715,15,0,1,800,800,340.87,0.09,0.1400910329668226,341.0035454749986,797.8528112499868,800.7487699781187
39.9401425,32.8229711,16,0,1,800,800,340.87,0.1,0.0292077280679933,340.8267621452198,800.8227787483168,804.9966881773645
39.9401466,32.8229731,14,0,1,800,800,340.87,0.25,0.2467617513271478,340.9553372581234,798.1505541093112,797.810469921489
39.9401457,32.8229743,15,0,1,800,800,340.87,0.06,0.0144591304028326,340.92104242729914,802.0888436828554,798.5035870614785
39.9401462,32.8229749,15,0,1,800,800,340.87,0.07,0.1450757929165322,340.86817729510204,799.3175342249704,799.3828660003892
39.9401454,32.8229751,14,0,1,800,800,-1.0,0.01,0.0436758089426015,358.9672841767912,800.4239140056621,797.7381410961732
39.9401468,32.822976,15,0,1,800,800,340.87,0.06,0.0062547975448587,340.86452752972286,799.0121769908486,797.9774119340233
39.94015,32.8229765,17,0,1,800,800,340.87,0.23,0.2724466457451706,340.9433269652887,802.5572679675344,796.6591604627179
39.9401503,32.8229741,16,0,1,800,800,340.87,0.18,0.0750744611161968,340.6451027880834,802.0749528663366,795.5951533530987
39.9401511,32.8229715,17,0,1,800,800,340.87,0.15,0.1996469205253828,340.7991659632649,797.1923365435231,800.28647599189
39.9401548,32.8229704,17,0,1,800,800,340.87,0.21,0.3123144606831622,340.96516126034044,796.7515490022124,804.4585536516066
39.9401563,32.8229673,15,0,1,800,800,340.87,0.2,0.2178330046605926,340.8399841859323,802.1730571301814,800.6295683377032
39.9401574,32.8229663,17,0,1,800,800,340.87,0.15,0.1111858871945075,340.9352654214926,795.656825098309,796.3998612531287
39.9401565,32.8229621,18,0,1,800,800,340.87,0.16,0.2055282466243117,340.96585836124666,802.9810180310975,795.3792201648934
39.9401577,32.8229621,17,0,1,800,800,340.87,0.12,0.1327921297424714,340.5369976803449,798.3756978760068,799.8755198579358
39.9401642,32.8229543,16,0,1,800,800,331.79,0.75,0.7752591575346022,331.8185523696825,798.9381453154998,800.6069010313776
39.9401646,32.8229551,17,0,1,800,800,331.79,0.19,0.2178180691207929,331.86469750320373,798.5321766999308,796.3501752026805
39.9401654,32.8229492,17,0,1,800,800,331.79,0.42,0.4410097969063888,331.7430691720264,800.0145981891943,802.3019837986092
39.940164,32.8229585,18,0,1,800,800,331.79,0.4,0.53811704307745,331.7077366810763,793.9262153522412,805.5461718774818
39.9401626,32.8229601,17,0,1,800,800,331.79,0.22,0.1441975520132137,331.8972504184903,797.7115812349128,800.1085269299662
39.9401616,32.8229597,17,0,1,800,800,331.79,0.08,0.1221229392846411,331.78572650196173,802.3012158679994,800.50401390445
39.9401616,32.8229594,17,0,1,800,800,331.79,0.07,0.1430958666598477,331.7762518432524,800.7416896991988,800.3721542456651
39.9401608,32.822959,16,0,1,800,800,331.79,0.09,0.0596513727659713,331.7743518806752,802.5028350451664,802.8783761148592
39.9401596,32.8229597,16,0,1,800,800,331.79,0.15,0.1408717118752149,331.89837598928955,799.4096011553728,801.0125006091042
39.940161,32.8229589,16,0,1,800,800,331.79,0.05,0.1594418930519471,331.8508912859561,793.6566960793236,801.4588231903991
39.940162,32.8229594,16,0,1,800,800,-1.0,0.04,0.0738258698763841,358.97986432010856,794.8599368122136,799.8827021791611
39.940163,32.8229588,16,0,1,800,800,331.79,0.07,0.1208779764657553,331.5692203299872,802.800843964532,799.4474718719481
39.9401631,32.8229588,16,0,1,800,800,-1.0,0.03,0.0215215821350924,358.9987479102508,802.0644533503624,798.8513552949851
39.9401633,32.8229584,16,0,1,800,800,-1.0,0.03,0.0518414116834501,359.065275308602,794.6033694856934,801.9045439870757
39.9401648,32.8229597,16,0,1,800,800,331.79,0.1,0.105339916654757,331.5715526288494,806.3969509948906,801.2349909129242
39.9401627,32.8229609,17,0,1,800,800,331.79,0.12,0.0821295564801262,331.9230532793625,795.4312871064777,797.1851756433388
39.9401633,32.8229622,18,0,1,800,800,-1.0,0.02,0.0125640351788994,358.98917760384273,799.4616339281699,803.386993037752
39.9401636,32.822965,18,0,1,800,800,-1.0,0.04,-0.0048050339750089,359.0542360110246,799.7450868819665,800.1388283715887
39.9401651,32.8229686,18,0,1,800,800,331.79,0.09,0.0992338916930478,331.786084286451,806.0568516069811,797.6053328502304
39.9401637,32.8229697,18,0,1,800,800,331.79,0.07,0.0194043456602743,331.8186195352162,805.3818798055539,801.5834460485926
39.9401636,32.8229696,18,0,1,800,800,-1.0,0.05,0.0765711975372559,358.8784222308917,801.3196115395053,795.9050885112069
39.9401638,32.8229713,18,0,1,800,800,331.79,0.06,0.0462689541403889,331.8833343432535,798.678077203017,802.9711482590914
39.9401634,32.822973,18,0,1,800,800,331.79,0.08,0.1325423996727515,331.9301285706782,803.2683886040743,807.4836897884248
39.9401639,32.8229709,18,0,1,800,800,331.79,0.11,0.0149997044948817,331.866203572015,803.1416592922036,794.6486068452381
39.9401637,32.8229706,18,0,1,800,800,331.79,0.06,0.1701807106772897,331.6299833149242,801.9170805874235,793.74610126075
39.9401632,32.8229734,16,0,1,800,800,331.79,0.13,0.2124709791036819,331.7552345103803,799.8269070910122,800.4634192401576
39.9401619,32.8229737,15,0,1,800,800,331.79,0.14,0.0218919588080516,331.853069044249,799.0730024991872,797.4268601980114
39.940161,32.8229735,16,0,1,800,800,-1.0,0.05,0.0770555172603662,359.0510829435479,798.2160126744947,800.7918684414306
39.9401608,32.8229743,15,0,1,800,800,331.79,0.06,0.1062010288015434,331.8725628312842,802.3559298360235,795.8824943294702
39.9401603,32.8229733,15,0,1,800,800,331.79,0.13,0.106055880970699,331.7946820638548,799.5713314450607,798.3953526816025
39.9401617,32.8229767,15,0,1,800,800,331.79,0.14,0.0195273214700763,331.81168336005294,802.9516499590521,798.0367326062805
39.9401628,32.8229779,16,0,1,800,800,331.79,0.07,0.0850090265333655,331.90565734462456,800.9226860551486,804.0240454121304
39.9401634,32.8229782,16,0,1,800,800,-1.0,0.03,0.1233196513026779,359.26868131280827,798.5442191879088,796.7009093396027
39.9401646,32.8229805,17,0,1,800,800,331.79,0.1,0.0921113179048309,331.8153133933784,797.8280328846488,800.2981850021808
39.9401659,32.8229805,17,0,1,800,800,331.79,0.1,0.0825343178805032,331.63311785386395,796.3093327967522,795.4008842290848
39.9401668,32.8229819,17,0,1,800,800,-1.0,0.04,0.0263920568418205,358.99756947751854,802.257271592677,798.2883620237855
39.9401672,32.822982,17,0,1,800,800,331.79,0.07,0.070485102821337,331.8720055193844,803.9512965669549,800.1845759073672
39.9401683,32.8229826,17,0,1,800,800,331.79,0.08,0.1020264421459131,331.6024154181911,796.9093062950608,795.6340135335397
39.9401692,32.822984,17,0,1,800,800,-1.0,0.03,0.0447812482052344,359.0207105652817,797.2692449089095,798.1302185019018
39.9401702,32.8229869,17,0,1,800,800,331.79,0.14,0.0552743064717502,331.73018842780414,800.4960619493347,798.306694990589
39.9401709,32.8229889,17,0,1,800,800,331.79,0.09,0.1857692467213013,331.8081834100754,802.5841894401176,802.1517288293322
39.9401703,32.8229913,17,0,1,800,800,331.79,0.09,-0.0162489758342467,331.91823302246985,800.0132406657841,800.6069928000319
39.9401703,32.8229923,16,0,1,800,800,-1.0,0.05,0.0783176327755107,358.9939986794237,806.24595309239,803.9648128039161
39.9401697,32.8229925,16,0,1,800,800,-1.0,0.02,-0.071616285188254,358.8702847106369,797.9810717435753,802.153767338194
39.9401702,32.8229954,16,0,1,800,800,331.79,0.11,0.0874162091915097,331.7295893586003,798.9302825925768,798.8095201836011
39.9401718,32.8230011,15,0,1,800,800,331.79,0.41,0.3978871721450142,331.7666917652097,800.6288830487923,793.2624435434682
39.9401721,32.8230024,15,0,1,800,800,331.79,0.13,0.1341134686127666,331.864969010261,794.0492547532506,801.5857184078681
39.9401714,32.8230029,14,0,1,800,800,-1.0,0.01,-0.0209954151286225,359.130435824822,798.3357398089962,802.2276337560737
39.9401716,32.8230045,14,0,1,800,800,331.79,0.1,0.0727415689575763,331.739494456943,792.8705592983861,802.6620787963661
39.9401719,32.8230054,14,0,1,800,800,-1.0,0.05,0.0877787731370314,359.00651410936496,799.2016093214769,799.9100599581681
39.9401715,32.8230053,14,0,1,800,800,331.79,0.07,0.1421481628244352,331.74268569375545,794.4496799491675,801.2383091969954
39.9401718,32.8230058,13,0,1,800,800,331.79,0.06,0.023483408476579,331.8577641319244,796.9480764122643,802.5195240049309
39.9401719,32.8230068,13,0,1,800,800,-1.0,0.03,-0.0292900181137061,359.00375946946406,794.1070037143011,798.9423841575097
